id,price
6d60acf55c,[392809.8125]
c5f2ddf415,[149732.625]
44a23f8577,[157019.1875]
be91d3568c,[727749.625]
d25e45c432,[1624555.5]
1146ffc8b2,[1588154.375]
52db26fdb7,[276908.09375]
5b94333831,[615680.75]
cde306dbb9,[175842.5625]
f10ffeb1ee,[339398.03125]
6c621a0180,[490401.03125]
3bbf241022,[761987.125]
9c36b65aa4,[440228.5]
3be6143b58,[1406506.625]
b00012981e,[1072463.375]
3f909cd810,[356375.15625]
d74cddfd00,[2010343.75]
a38487f13d,[182730.015625]
4bf332ab8e,[230986.0625]
f08ebcd325,[412230.90625]
b058cbe32e,[457650.6875]
57d6b9a2ee,[167286.421875]
1c6a8259fa,[1292260.625]
b8b3e91ae4,[445947.5625]
b5b67c7415,[811627.25]
d94cd7029c,[1299354.25]
2d50c45a9a,[619947.375]
b9fb3b2f94,[151361.609375]
584955744e,[914120.8125]
b258a3b62a,[1030512.125]
685940570a,[544035.4375]
df96af49b2,[370793.21875]
0ca6c79035,[580025.375]
2a1db1df43,[467504.15625]
b4648b735d,[502025.65625]
5c47182d95,[197961.71875]
57177e27af,[141610.5]
e766a9a5f6,[739867.625]
3436035675,[230550.5]
2200a5991e,[175842.5625]
5357907917,[389352.65625]
3402c75638,[1204728.75]
9cab575bff,[332077.8125]
858c73e9de,[4617575.5]
ca9052cb8b,[184397.53125]
ab934ee057,[4073255.75]
b4a735c555,[1373595.125]
0717918905,[377286.09375]
d4cf6d7e85,[1376775.5]
9bbeba4d78,[1840388.0]
0f7e944e65,[1892076.125]
ccedff8b0b,[1788990.5]
13c80eb5d1,[377225.625]
61992924da,[375506.625]
94b584ee70,[880698.9375]
66b1ba456e,[227153.96875]
a4ef7feed1,[1362540.125]
f4e359a1e8,[349282.46875]
17af0cd732,[1788249.5]
3f5157b17a,[289066.09375]
464ca4fc75,[1898077.75]
ae266dfad9,[945154.6875]
98af16daed,[176195.765625]
684effb57b,[587604.0]
375fc39ef7,[311193.5]
dc9bf3ca6e,[571509.8125]
48d4fd00bd,[201503.71875]
b16b6feb26,[389352.65625]
1b5e67eb5b,[383969.8125]
8e26885d35,[670048.3125]
95a3a5e030,[1988677.125]
d1fe32fae2,[410776.09375]
9b091aadee,[573436.8125]
d2257739e7,[1122344.75]
0df737e2e3,[117542.765625]
8a64abc5c2,[1389399.375]
ba67441dd7,[750897.6875]
cf55b3a4e8,[520943.65625]
98b30fb15e,[881626.75]
71e86f185d,[412897.09375]
96ffb2b63d,[614066.4375]
9f32ab2c40,[366487.0625]
c4b9064078,[235812.1875]
a8cb36e270,[510295.40625]
9b99569658,[2166054.75]
4d1c0df39a,[36590.36328125]
991e5e6b1d,[576355.125]
13434d129b,[507685.6875]
c179094b4c,[175842.5625]
c2c35c53f8,[384287.3125]
ca23cb1647,[1410081.25]
edfa8f063c,[487533.34375]
cb2f427834,[524637.375]
19bd2a5001,[193308.65625]
7ff66f51fc,[312083.9375]
b2d5b42bc9,[1853312.875]
c6b9d63d4f,[828503.0625]
c424d87a05,[358712.5625]
0e752940c4,[513317.53125]
2e22719a4f,[580025.375]
8542447be0,[218605.0]
7a3256d886,[150471.296875]
8e5fd61ba0,[480387.3125]
927462f9ce,[1857128.75]
3c1c7e15c2,[278421.71875]
3e6e373b68,[1086701.875]
ad031252fc,[286962.03125]
3f7e12309a,[1359571.0]
ac27b51571,[222383.59375]
eb34016a7f,[367113.65625]
119f22e6cb,[1090462.0]
99eeda8096,[325611.625]
2931c4ab77,[298294.875]
d4ceba01e6,[306270.75]
88ca81d8d9,[71637.109375]
a9435206ff,[210054.984375]
d8b98f306f,[201503.71875]
b6ab80597b,[1656888.25]
41e38bcbbc,[151794.1875]
48fdb1168a,[1919795.0]
7bae98e610,[355241.8125]
babc446b89,[332077.8125]
ab7ecf01a8,[273997.5625]
c6c1412272,[442082.84375]
7f2550d829,[252793.34375]
34c3258b36,[657862.875]
171972ea0a,[766469.3125]
3b8e3826a0,[610464.875]
4e98480951,[276908.09375]
39682ce070,[474870.03125]
26232f1c09,[780257.5]
5f2cb21326,[474773.6875]
90f0fb0b28,[368397.625]
bedc984239,[220114.828125]
95e1e4ab5d,[192951.21875]
a7ce126932,[558525.0625]
c259ae3e7c,[333126.78125]
a95e26b2ab,[141610.5]
6d8faa5374,[150170.234375]
c6594d0de4,[427663.65625]
cf44fb02ea,[225556.5]
43685aa7b6,[158297.046875]
2f2fd86946,[441080.25]
d29a9a0317,[1550267.0]
cd7dc01665,[1616908.625]
05da395cc6,[573436.8125]
6a5a3d2f09,[920308.5]
a2a7322413,[692788.6875]
0ecfdbcf20,[302567.21875]
bd86e27be9,[1000759.625]
2164bd9c3f,[456809.5]
69e4b93b98,[1108272.375]
e153e7d8d2,[291852.75]
661dbcacb1,[1759490.375]
e7f0960d2a,[415298.25]
a76a947668,[988316.375]
a0eb97abd1,[583370.4375]
ce485d0868,[531901.1875]
c53f934314,[175842.5625]
75b68f1eef,[134257.015625]
aab22184de,[678139.625]
461410bfd5,[531188.0]
9f5874dc43,[325836.34375]
10a210763c,[2342381.25]
696aaffb33,[989670.4375]
bb857b05d2,[1010455.5]
a49ba4e758,[176580.59375]
edcd8c9963,[550757.1875]
0b23d3eebc,[418101.1875]
c62575ba1d,[2217987.25]
d428772072,[697125.3125]
8e60b01377,[964863.625]
9a31a4e790,[218605.0]
f3f43324bb,[626268.5]
77458a44f4,[251237.734375]
6d0c4048f4,[384287.3125]
1fc509639b,[820848.4375]
c6f0542601,[424968.34375]
83225907db,[210054.984375]
9d82c57753,[235022.609375]
f13b1e095e,[369142.09375]
e0dde6809b,[762024.1875]
1ba87026d7,[197505.203125]
773486d327,[72597.3359375]
75a2274bc5,[340680.09375]
1e69b37a6b,[319795.875]
515e4dffae,[631794.125]
8c12a53550,[1376448.75]
d72f914c0f,[691026.8125]
8c6772adff,[297668.46875]
caffc2af1b,[1858614.25]
b34c3ecf5b,[779063.6875]
23a3ad40ca,[418935.28125]
960508c836,[3048048.0]
14b2ceb257,[1051396.375]
936c991f67,[478936.03125]
acc8918072,[1284364.75]
53f0ce2a95,[1969962.625]
e66bcfdc97,[503231.53125]
27310a8398,[402079.03125]
f18bcdc4ab,[620269.875]
c4b4554bae,[449831.0625]
d9a42d1f83,[359685.1875]
55ca0c33e8,[1378679.75]
9a5a34605e,[525554.125]
6112b52b8b,[222383.59375]
195ebaa0be,[248830.109375]
2fb0492cce,[1364493.625]
895a187aba,[1369416.125]
2cff2ce448,[485410.0]
33fa79e76d,[1819567.625]
272d9aebe9,[143187.765625]
2f8ceadca7,[266189.71875]
2464d56aa8,[244248.0625]
1d178832a0,[2546539.5]
1d826d8ca2,[404309.53125]
c633c9daea,[313876.3125]
690173a8d5,[490401.03125]
22d2500ba9,[184397.53125]
52bdced0bc,[150170.234375]
f0030e2a12,[192951.21875]
77b9d61adb,[387104.875]
8a5017e6cf,[157019.1875]
9f2754178d,[244511.03125]
642199dccd,[357884.875]
6226f3789f,[386478.375]
8c455be16d,[1267447.0]
e9e8601ee4,[131471.8125]
6c3dff3150,[740798.1875]
07d4f0cfca,[526850.125]
ab62257780,[494012.46875]
1feada1dec,[270318.0]
77c2cd631d,[1400332.25]
32bd5edc41,[765744.375]
eb274106bc,[175842.5625]
fd78b67fc0,[227153.96875]
e8de19a1b9,[86638.296875]
abef8bb5ba,[400896.4375]
e0ff54d8c7,[1559461.375]
eb9d0ad1d5,[134640.625]
233930b4f1,[442398.46875]
5af1320a79,[585520.1875]
59eaf0cf8a,[151873.34375]
5118ee490a,[201503.71875]
e779e18255,[307530.46875]
f4e969f726,[107358.671875]
25fde92eba,[1047918.0625]
7ab9b477c8,[1133740.125]
f90224afa9,[290460.0625]
c0751fa89e,[39224.171875]
0a6d4a7e26,[304039.28125]
81aab77e09,[1546840.0]
9f3d0aa9eb,[1289030.0]
bf6e9e47eb,[1421923.375]
7c99f9915b,[133049.421875]
3fac5f3a6a,[175842.5625]
40d3be128f,[264845.5]
06f472e696,[357884.875]
5854968171,[210054.984375]
22af23b8f6,[321617.28125]
3e936b20a8,[373546.03125]
9ffea0db6d,[192951.21875]
4e432c61b2,[1336545.75]
feca70a442,[175842.5625]
9a65dcd9d6,[454380.03125]
56d61536e5,[381127.59375]
4d0bcbabc1,[2620765.0]
37aa4945e3,[1239138.0]
245ff13abe,[158728.953125]
e6baf46f2d,[390157.90625]
06db978c24,[746125.6875]
0ad6d52139,[1902375.75]
5c8fb4f715,[133049.421875]
8078cf243a,[1371585.25]
f1f30e615f,[337112.65625]
cb21a0fcaf,[305377.84375]
8adbd36719,[453789.4375]
6f064b0113,[448210.84375]
9ccbc71c08,[240572.421875]
388a861b0a,[2381252.0]
2e90f03eb0,[2890890.0]
0eb5c8de12,[698284.8125]
d1ee6c8088,[227153.96875]
30daeda3af,[600516.8125]
44a2e216c2,[158728.953125]
c34660fcc4,[263259.125]
43e4dbec64,[141610.5]
619492274d,[304134.71875]
77cd4054d1,[392809.8125]
06874bbe35,[720158.0625]
904d22cb2f,[1724350.375]
f09e645c6f,[416591.4375]
dc1c2092bc,[206476.78125]
cca73c9e28,[488162.90625]
c38058fb21,[213419.09375]
77e1e96507,[1197636.125]
0f1e8cfd77,[962231.8125]
9f5db816a7,[626848.8125]
21951bb781,[175842.5625]
7d8a0f5000,[662803.75]
b5abf3d2ed,[118120.6015625]
783adb4255,[864422.3125]
bf509e16b5,[1141359.75]
3a124d9778,[3756121.5]
22b4a663aa,[302567.21875]
97c6d736af,[392920.53125]
09cd82a1b6,[401522.90625]
cab6c4893b,[239588.25]
410d862b18,[444186.21875]
100f4af513,[1730095.5]
0454ee6ea5,[1175868.875]
9af58143b3,[333538.375]
d84413d4e4,[158728.953125]
5b281c0089,[1201874.5]
da013ae38a,[172290.15625]
f7297cee5d,[227153.96875]
eb2653d615,[418101.1875]
4670b2b1ba,[2162311.75]
d436f30486,[566231.5]
6c09efebfa,[2611030.75]
172f1ab3cd,[403493.34375]
c1225f62b2,[1201013.125]
6f819bda40,[628521.0]
db2b75abdc,[177009.203125]
3fcc13ec54,[705629.1875]
3aacf61d67,[444534.53125]
273d82b4e2,[1317086.25]
f4a6cbc8fd,[1268018.25]
932c32af43,[409498.78125]
22cd9b3ca7,[1576253.5]
41765acf2c,[167286.421875]
feb0179b9f,[645120.875]
28fe0d098f,[567079.125]
ea7f6c3b82,[702507.125]
8fe6349e62,[594218.8125]
20a457d3c0,[876047.3125]
3f65c466ef,[2011082.25]
85a855e525,[1139867.25]
244d3e19e4,[347714.5625]
ea18d3e036,[256792.90625]
3d9a1c72a0,[249146.953125]
16cb89e2e7,[406592.78125]
eccb25d161,[545626.5]
feb7011acb,[365546.65625]
7e616b2070,[441080.25]
ebcefdae58,[285386.5]
ae0654d55a,[375089.4375]
99fb9cb5ee,[539090.4375]
a6d485ece7,[325843.96875]
013b0fe127,[234118.296875]
cf635c0538,[1369416.125]
11ac2c0ca5,[338544.03125]
5545f810e1,[346711.0625]
1dbc006b78,[225086.046875]
5b7f000c23,[1738222.25]
36fef98f73,[2310245.75]
7c7cbefbd2,[235701.65625]
3504f88044,[278069.875]
67187f1aa5,[1791355.75]
6924281147,[716207.4375]
b368b28253,[350688.21875]
aabef80c98,[1932284.875]
66c2d8ed94,[1789062.625]
3c0f340275,[548888.6875]
efe84bed26,[1316559.0]
77051676f9,[1568443.5]
30bd578b5e,[2000403.375]
fd9624dda1,[446019.59375]
3c724cc7f6,[285462.3125]
64ab8547f9,[1107474.625]
9b1b4ea983,[531901.1875]
8f59582120,[1484926.25]
25697694e8,[227153.96875]
02cc7b756b,[281090.15625]
9686e72cf2,[3707737.25]
1ecd3361ef,[551312.5]
bf4798d0b5,[418727.4375]
ee0a61132f,[141610.5]
f1295653ee,[117904.9375]
de495f8548,[580457.6875]
3d90f6add5,[1570328.375]
435437d7db,[431009.4375]
d136234373,[257443.421875]
1a750f85a4,[547106.6875]
884397233c,[214570.8125]
ff1d606831,[373218.96875]
8ecef8f976,[172290.15625]
3dc1bb837d,[964137.375]
fb08070c25,[1456842.0]
7e186b43b7,[158297.046875]
dc822f816a,[765272.6875]
95559ccd21,[1519099.75]
31766964a8,[1097308.75]
80883acd46,[291202.34375]
68a121067d,[323781.125]
b4158a5d43,[263259.125]
b53c213651,[155169.6875]
8fb8416c04,[1005267.0]
1ad35ad8e3,[1192968.25]
7a40eb04b9,[406641.65625]
182deca91e,[872613.9375]
c040db018e,[766933.4375]
06035df29c,[246054.453125]
29c7678565,[511884.5]
7eee6bb68f,[804832.25]
50fee70e6e,[3129766.25]
07b3e59eb7,[1263401.75]
e2e2d9b965,[674518.3125]
42e932a465,[1155821.875]
1be4cad642,[270318.0]
63ffe62a82,[486919.75]
fcc6e2658c,[368058.84375]
1a71057d9c,[382148.34375]
305eb4db0e,[283789.90625]
83fbced012,[261337.3125]
6bb09b6b38,[382046.78125]
bb8d71a17f,[791731.0625]
0f540400a1,[1657829.5]
c7574c133c,[252793.34375]
8cf379dc71,[407989.09375]
32452a15c9,[175842.5625]
ffaf471b43,[543446.5]
d76c0e33d2,[721023.375]
89704780cf,[343661.375]
413a274547,[458059.5625]
c91828a788,[395707.1875]
4d407cf3d1,[2901330.75]
bb71bf6cae,[820433.5625]
33daf299be,[194444.9375]
dff3c98ab5,[658114.9375]
b9b24149d7,[719877.125]
4a5405c679,[370069.25]
439d7028ab,[1710756.75]
0a5bf3c430,[172290.15625]
16be68f7d2,[184397.53125]
2df66f2b8c,[1476323.875]
909acd8c65,[175842.5625]
0265a3b81a,[975530.0625]
aa699afe12,[397877.375]
9c445c3915,[1889128.25]
08e3e97522,[246054.453125]
ca8f982abb,[3071242.0]
e3c6cd82d2,[183259.953125]
88229c0a6b,[912144.0625]
0fda3bedb7,[236360.515625]
9f0ef39d2f,[726086.875]
340dd84671,[263314.4375]
c8e407b7de,[508375.46875]
89070226f5,[492585.9375]
0bd9a4f44b,[301081.46875]
3aeefa8e74,[822973.375]
6dad8c8a0c,[318668.375]
aabe3ade3b,[308593.28125]
19472582b8,[3163795.5]
daabda5273,[987513.4375]
4855e94ac3,[761987.125]
8d7927282c,[380638.625]
90e646cbd9,[2518890.75]
bf30b83f16,[347683.28125]
b79311d4df,[91717.5859375]
de356e7d3d,[1143140.75]
3f86f2bbaf,[571642.625]
50a10c1bbe,[403961.09375]
d84e594447,[175842.5625]
ac6822fe86,[1093100.5]
d313058fb5,[2123009.25]
5aabbf8ac0,[43849.70703125]
2080c6c725,[553602.1875]
45bff53b71,[272890.28125]
e7b3197ec0,[219730.703125]
b9fe381766,[874081.1875]
4fbc4c63c1,[393623.96875]
43e104a741,[451000.71875]
240626bbb8,[738032.875]
ccdace6aa1,[158728.953125]
589cba69e2,[191297.734375]
4a70e14d02,[645664.8125]
0ec3ea987c,[533225.6875]
63c1bdd897,[175842.5625]
49932074bf,[738075.375]
06449672a9,[992801.0]
d1f44f5e1b,[601887.8125]
d0749af3fb,[640682.25]
3dac6c6559,[283155.875]
68bdcb020c,[332077.8125]
604e6e1eca,[167286.421875]
abda38767f,[377876.0]
ac847fe7fa,[1086440.375]
529688a5c5,[2131591.0]
df979cb592,[332077.8125]
4cd10dab2e,[290309.21875]
cd76c89dd1,[1408222.125]
6dd888a219,[224470.109375]
300c18eaab,[1373095.875]
6e032e07f7,[535498.125]
a83ef6acef,[3331117.25]
5449e78d12,[366487.0625]
57fc1526ad,[1441293.375]
f751ad3f5c,[296431.9375]
0763f5e7d3,[3207230.0]
9a3504a1d6,[482378.03125]
47012f7513,[900967.6875]
208d0aca13,[125702.9375]
681e091b8b,[3582309.25]
563099d36a,[401522.90625]
347706b175,[259795.84375]
acec1173c8,[302940.34375]
d0ff07abd2,[367113.65625]
d16e072851,[753479.0625]
f7ab5ac8ab,[1161193.0]
269a1d3dca,[304039.28125]
014a7cd18c,[175842.5625]
3827e76b51,[354831.6875]
924e213e74,[646932.8125]
48f230fd04,[298294.875]
a286927be9,[547850.875]
4d8c589399,[193308.65625]
26275f132d,[192951.21875]
e3ad295e36,[520737.03125]
54533fe97b,[492894.09375]
7f04773150,[2359736.25]
2fe903c9e4,[384318.125]
f9a682db27,[2276705.5]
91e453f072,[1317451.125]
7289a9e1c3,[273997.5625]
7cf7644aa4,[230676.03125]
6075dacd00,[38205.0234375]
ba7c8ce2d4,[1961371.5]
5667874892,[1372391.375]
33a9c3b93a,[735199.375]
c6202bfa11,[1892723.0]
66de45eb93,[360577.5625]
0cdf021b83,[386320.15625]
9175622331,[405819.1875]
3088bd2e0c,[235141.390625]
26eaa55ae0,[994593.0625]
104cd1f362,[175842.5625]
6a07854a39,[1323018.125]
7e6b05abf2,[425193.78125]
86fc5210f9,[289121.78125]
3800c66691,[748424.0625]
239f576098,[1043806.625]
55e777f671,[701183.4375]
2d61457c70,[1290438.0]
08847eff0b,[3539433.75]
fa252c0181,[227153.96875]
9db9d569a0,[175842.5625]
6558ae63bd,[1740456.875]
b8264fd837,[551058.625]
0840237fc8,[843973.4375]
90dde1babb,[392294.15625]
5150a950cf,[1505023.125]
753823ec3b,[505205.25]
7ea51e0782,[680524.375]
84c1a8cab6,[658069.0]
8324c2e67f,[3660511.75]
4f5cfd3d7c,[1021623.5625]
f98522e6db,[175842.5625]
d1044779c9,[785940.625]
e51979bbc4,[910462.9375]
6e0cf69395,[848819.25]
c1fb863421,[273997.5625]
98d1df6fe2,[607298.8125]
92feff1fff,[442398.46875]
4ffdc4f523,[597812.75]
c40910ed46,[184397.53125]
c9b98eb470,[101586.53125]
0c81efbd99,[210054.984375]
0cc275872b,[392294.15625]
11a4375292,[2705797.5]
a9ec905c85,[276908.09375]
92ac5cd10a,[263885.5]
dba2f0d0b7,[345308.0625]
3cbff061a4,[192951.21875]
177c0759a1,[474003.09375]
fd62334ebd,[1166640.0]
7fd8765913,[210054.984375]
c8305643af,[1013307.5]
dad8298d4d,[706615.9375]
5f2640e57b,[1727488.875]
e18f04d14f,[1909915.375]
7999088f92,[1813984.625]
5a6825d556,[2086249.25]
25ca3b367e,[2152121.0]
66c8eda45f,[1199971.625]
851f856901,[1167877.0]
17c7825912,[227153.96875]
c58443cee9,[335723.6875]
9d42e22c9e,[218605.0]
78a43ef4fd,[376550.03125]
e01e687bdb,[202645.78125]
6a8e8a50b4,[490845.1875]
9f86f62a39,[175842.5625]
8fb9e3361f,[840895.375]
0c17150648,[36590.36328125]
1328f6c395,[1332220.25]
a368e8e221,[492610.5]
c08e731c84,[219328.515625]
1f1e262b37,[1260582.875]
2d9758cca3,[672517.0]
f7de6bef8b,[2425883.0]
5a0b0f45ee,[1347403.5]
8826717822,[149732.625]
8c2f1d61ff,[1397205.375]
92ee405d94,[349282.46875]
17f3ff95ee,[458815.1875]
4bcdb928b6,[158728.953125]
ebf0b8a9f3,[357884.875]
acc5d4ef9b,[158728.953125]
c8f5c290cb,[672517.0]
e94b445b08,[324291.0625]
988abaf053,[864086.0]
52b980d3d4,[376848.875]
d9abc04765,[999782.5]
940f97f6dd,[451000.71875]
10987fd550,[418337.0625]
9bf3831840,[832831.0]
2e6d3fcb49,[586616.875]
d49fa596a1,[494012.46875]
1ae9fd8950,[707372.25]
c0f520fb02,[1514001.25]
760236804f,[1213714.875]
b1fb85c26b,[312736.9375]
40c770ead2,[449334.53125]
643829ac62,[314873.0625]
7d43394b9c,[1528707.0]
8ec0f60cbe,[2204503.75]
03d6f0adf7,[76189.0703125]
04c1b24ab7,[967002.875]
bd67338248,[948015.0]
2eaf6d1f43,[392809.8125]
cc0f9adf92,[723944.1875]
964399bd85,[333320.9375]
3ffc39777a,[141610.5]
d384c776fb,[1383868.0]
fcc6ccfa69,[2054451.5]
740d832c44,[306270.75]
1672d3810b,[392920.53125]
9a7b3e0160,[926774.75]
1467a72ca6,[256792.90625]
604d3d7535,[91474.578125]
9905b7e622,[150170.234375]
42f66493e0,[38205.0234375]
114d456773,[1273547.375]
c68ae7f17f,[184397.53125]
ed7e12ad14,[426436.84375]
6ee44f3352,[586231.8125]
9c951cf509,[3130085.0]
2cc90a1253,[559660.875]
aac92d88c0,[2467969.5]
caa62624b5,[210054.984375]
5a4e07bdcb,[417425.71875]
c22c68ba4d,[249433.75]
763b7e87f5,[702058.5]
f77dd9ed90,[1724600.5]
7087f9fa16,[938368.125]
4c7664438a,[300538.5]
c017b40e7f,[350185.15625]
9832c4afd9,[741307.75]
d4e3482268,[1325741.0]
ae1774b992,[1580134.5]
cf7c209439,[418101.1875]
5a30be2a36,[375089.4375]
975a667d76,[403031.75]
b4ad66ddc7,[175842.5625]
c90d251771,[523499.09375]
e858ba9405,[350185.15625]
792d91dec4,[1023062.6875]
54c5ccb017,[228704.90625]
34648b0b33,[1487095.875]
51fca9893f,[415136.3125]
f9d284d608,[91474.578125]
06ecd7eb0d,[967506.875]
c4f4d32e17,[684410.1875]
0c6bbd72d1,[349282.46875]
cb870b62cb,[1292888.125]
8242250235,[1662286.75]
526eee67ef,[261337.3125]
0082e49bdc,[611372.375]
28f62ab63a,[1219781.125]
fad6503e9f,[1270862.75]
8a4601b91a,[1321005.375]
cbdf33a7a7,[1144512.375]
01af16c214,[1727085.375]
ebdcc8dc65,[216993.78125]
7e185b0a42,[261337.3125]
36e291d60e,[935886.5625]
d26eb879ce,[4348269.5]
4c4c26a918,[325223.0]
ada9e32050,[293362.40625]
24a19cb0db,[1497678.75]
d4b72e7d07,[3630668.0]
652df95533,[485410.0]
5f71d43c8f,[515969.6875]
6b28dc9c1d,[158728.953125]
7d3cfc7a75,[158728.953125]
1f007d7cc3,[1056337.75]
1d71f3e58b,[1689872.5]
b19fb42cbc,[146153.484375]
70751e62e0,[340693.78125]
d00eaff36e,[279777.15625]
9b6c474999,[2513522.5]
18766780cd,[376307.9375]
1e4b2abc94,[567803.25]
5316e5e381,[732003.9375]
b2eb51c152,[175842.5625]
72c3163da9,[2050529.75]
e86ab3b043,[399283.78125]
89bf926992,[2073576.875]
a5efc5d535,[230986.0625]
be6ef64ec9,[151733.6875]
bb5cf1db83,[304039.28125]
acc0cfb1b0,[317617.53125]
adf1246316,[585639.9375]
46b595ad9d,[210054.984375]
cb323f5f9c,[253113.359375]
c6774c456c,[201503.71875]
cebf8d5b6e,[521909.84375]
a718f8fd14,[784578.125]
9edbd680f4,[1134377.5]
5d73a771a0,[580613.8125]
181c2b6bce,[813561.75]
8f2ac60767,[402008.65625]
b3dd3ee941,[876912.5625]
df55dbf522,[1441914.5]
2638671903,[1274637.75]
bdde376d2a,[333991.1875]
672aaac8f0,[666266.125]
585135120e,[585118.75]
3f4bdfa98d,[2008757.875]
b4abe2f09f,[717678.0]
6acb937d91,[1042590.125]
41a12a908b,[174160.90625]
6d7600a14a,[345602.84375]
73559b8f6a,[298294.875]
a485e98ff2,[444828.25]
8fde8b4ec6,[2105728.0]
0a2c9e53be,[594052.5]
2729d1f696,[284135.34375]
976d8b9413,[132600.046875]
94e384bf16,[2295930.0]
0f179aa9c4,[2863590.5]
d2bc19e533,[38205.0234375]
60c31cde81,[1048042.3125]
fa94e4fac6,[332077.8125]
383e7227fa,[3352111.75]
064d0ff57d,[403683.125]
27f2df6e84,[1019014.6875]
66161034d4,[334832.125]
471c694377,[565111.75]
b7244d7cc7,[563040.25]
b2925e726a,[860635.3125]
0f38db4e73,[1058964.75]
e14cbec484,[1010399.75]
61703d29da,[203712.234375]
3858216b46,[1127223.75]
171d762dd1,[497563.75]
cf28371d97,[465406.96875]
1038af5e34,[1573694.375]
5081f55454,[93154.765625]
b61213fa17,[270968.53125]
5e548d9789,[658355.5625]
eaa0a00c08,[1200938.0]
e86bd2684d,[672765.625]
8d84982b3d,[652013.625]
e4beccf939,[1045474.9375]
7c21263f10,[223220.140625]
7d7510d826,[1479044.25]
9cc0415345,[2152121.0]
d70e13b587,[394163.75]
487a9be0ef,[666032.5625]
6e799a04d4,[458059.5625]
9578fe2407,[362396.0]
4e5433e258,[210054.984375]
0050cd9868,[525554.125]
b456e981b9,[158728.953125]
b132abc538,[1120112.25]
2d0493e3af,[396600.09375]
7b2f56fd8b,[292850.0625]
eec70d427c,[418727.4375]
b58b0fe4f6,[388614.46875]
6ef0120d17,[2055855.125]
dcd95d87db,[1142356.5]
e87e9619fc,[376599.1875]
db48788506,[1803274.25]
cf8fff9524,[595536.75]
f32c5e73e1,[82914.4609375]
5375c8d202,[871582.6875]
ed1fe18bc6,[261187.078125]
46d3844be7,[435405.0]
e31aa927c6,[536397.5625]
4438901e3d,[2625273.0]
666dd392b2,[1021010.875]
7dd237cf35,[1719836.75]
e714ac3017,[1207057.75]
893a157c95,[439610.625]
a97c8b49c4,[889068.125]
88302eca71,[1521026.375]
5433138a0c,[390354.25]
62e0f9ab6c,[273997.5625]
3398c9ec82,[4073255.75]
6b5cd256ea,[150580.9375]
24eca45bb0,[1729180.5]
